headline,review,rating
Original product,Original product...taste good nd packings too good..,5.0 out of 5 stars
Good,Maggie Maggie,4.0 out of 5 stars
Value for money,Great deal❤️Go for it without any second thought.I got this for rs 122/- much cheaper than store price 144/-,5.0 out of 5 stars
Good,Value for money,3.0 out of 5 stars
BEST THING EVER MADE,i love maggi and its enhanced rich flavours,5.0 out of 5 stars
OLD packing,Good value of money but please Atta Noodles Also Sale it's health conscious.k,4.0 out of 5 stars
Good product,Vevy nice product,5.0 out of 5 stars
Gud taste,"Taste was as usual,but it got delayed in delivery.",4.0 out of 5 stars
Good and tasty,Good and tasty,5.0 out of 5 stars
Better,Worthy,5.0 out of 5 stars
Nice,Wooo,5.0 out of 5 stars
Broken inside,Its come with crushed Maggie inside,3.0 out of 5 stars
Amazon service,Nice taste with low price in Amazon.,5.0 out of 5 stars
Timely delivery (HUNGER GONE !!),"Same as the market, same flavour.
Value for money since you get it delivered at your home, from a distant location at the same price as market, will definitely recommend buying.",5.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Too small,I purchased this as we were in containment zone. The packet size is too small. Not your average Maggie available in stores.,3.0 out of 5 stars
Super,Species are super,5.0 out of 5 stars
Must have,Best for a quick meal when in hurry,5.0 out of 5 stars
Good product,Yes,3.0 out of 5 stars
Maggi gd for health,Like,5.0 out of 5 stars
Yummy,Mza a gya😋.,5.0 out of 5 stars
Old stock smell comeing.,Old stock smell comeing and Package damage and Qwality is very low.,1.0 out of 5 stars
Yummy Maggie,Yummy yummy Maggie...,5.0 out of 5 stars
Average,Just Average as years passed by it tastes remains the same nevertheless it usually proves to be good stuff for less time,3.0 out of 5 stars
Product was good and packaging was nice,You can go for it,5.0 out of 5 stars
good,good packaging and tasty noodles,5.0 out of 5 stars
I AM not return,I am not returend,5.0 out of 5 stars
Package is damaged,"Package is too worst and product is normally good
U need to change package system",3.0 out of 5 stars
selling bad batch online- not enough masala,"there isnt enough masala in tastemaker packets, and this happens only with maggi bought online.

the ones i bought from local market is fine and taste good. but this time this maggi packet has less masala and tastes so bland because of this.
previous purchase were fine. but this time they got me. regretting the purchase. its 10% cheap, but you get substandard batch of maggi ,, if not now, then in future purchase. someday they will loot you.

noodle cake is fine. but only masala is less. because of which the flavor doesnt come like it normally does",1.0 out of 5 stars
Nice taste and flavour.,"💯 percent original
Packed well
Taste is good",5.0 out of 5 stars
Poor Handling and Packinh,Well its Maggie so its just yum but yes packaging could have been better.,3.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Broken inside,taste. Jaberdast..,4.0 out of 5 stars
It's a good flavour,Good but not that best,4.0 out of 5 stars
Cost less than Nearby Market,"Every one knows how Maggie taste , I just want to inform you that packaging was proper ,Contains 12 pack & it cost me Rs 130.",5.0 out of 5 stars
maggi,Good,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
AMAZON 👌👌👌👍,Good economic pack Packing cost passes to customers,5.0 out of 5 stars
Very good,"No ,damage in package.nice packaging",5.0 out of 5 stars
Many bundles cracked,Good taste,4.0 out of 5 stars
Cheapest maggi you can get on subscription,Maggi is a well known product. Doesn't need my patronage.,5.0 out of 5 stars
Tasty,Yummy,5.0 out of 5 stars
No,Very good,4.0 out of 5 stars
Simple Maggi Just Best for Offer Purchase & Deliver,"Pros Good Packing, Delivery On Time
Cons No One",4.0 out of 5 stars
Value for money,Value for money,5.0 out of 5 stars
And now I have maggie for 2 months 😉😉😌,Go for it.. it's yummy 😋,5.0 out of 5 stars
Great Amazon,Great Amazon,5.0 out of 5 stars
Yummy 😋,Yummy 😋😋😋,4.0 out of 5 stars
Fast delivery,Value for money,5.0 out of 5 stars
Good Product,PROUDLY MADE IN INDIA,5.0 out of 5 stars
Del,Delivery person was good...,5.0 out of 5 stars
As you know this is maggi always wonderful,Love the Maggy. I don't taste it now but later but I know this will always be tasty,5.0 out of 5 stars
BIG PACK. ECONOMICAL.,Good idea to buy this pack. A maha pack.,5.0 out of 5 stars
Good Quality,Good product. Thanks Amazon.,5.0 out of 5 stars
Very good,Taste and flavor are perfect,5.0 out of 5 stars
Osm Service Of Amazon,Wow Amazon One Packet Is Missed When I Complaint About it after some hours my Full Amount of 144 refunded to my account,5.0 out of 5 stars
Tasty,Tasty,4.0 out of 5 stars
"Nice Packing, but no discount",Packing is nice. Not for sale loose.,4.0 out of 5 stars
Good,Taste is good but the price according to Amazon is more,4.0 out of 5 stars
Why Amazon dispatched the open product when packet was open at the first place., The packet received in opened condition. 2 small packets out of 12 (in 1 out of 4) were opened and noodle lying were coming out. (As seen in pics). This was for sure visible and known fact before dispatch. Needs refund for two packs. Disappointed with such things happening at AMAZON. Why Amazon dispatched the open product when packet was open at the first place. Even if 2 small pkts were open the Amazon should not have charged. Seeks refund for 2packets (Rs.12x2). Such practices speak volume about Standard Procedure followed at Amazon.,1.0 out of 5 stars
Average,So so,3.0 out of 5 stars
Good,Tasty,4.0 out of 5 stars
value for money,delivered the original maggie.....,4.0 out of 5 stars
Well known brand,Value for the money.,4.0 out of 5 stars
My favourite maggi,"A great product,",4.0 out of 5 stars
Nice 1,Value for money,5.0 out of 5 stars
Good deal,Value of money,5.0 out of 5 stars
Nice test,👍👍👍👍,4.0 out of 5 stars
best maggi for nestle,best maggi for ever,5.0 out of 5 stars
"Buy It , good response",Product was good at packaging. Very nice. Quality was also good . Manufacture date is November 2020.,5.0 out of 5 stars
Average taste,Average taste,3.0 out of 5 stars
Great Amezon,"Nice, Neat and Clean packaging and also great delivary Time..",5.0 out of 5 stars
Superb,It came in a box which makes shure that noodles didn't break while shipping,5.0 out of 5 stars
Thnks Amazon,1st time bought food from Amazon.. was sceptical about the date manufacturing.. but u can trust amazonto deliver u the best possible stuffs.. manufacturing date -june 2020,5.0 out of 5 stars
Okay,Na,4.0 out of 5 stars
Medium good,"All item is medium damage, finally I cook maggi,
Super tasty yummee
Packing good thanks Amazon",3.0 out of 5 stars
Good taste,A good product purchased so far at an incredible price.,4.0 out of 5 stars
It was all broken,It was all broken,2.0 out of 5 stars
Packaging,Good packaging,4.0 out of 5 stars
Very nice 👍👍 I like it amazing flavour,Nice,5.0 out of 5 stars
Good product,Nice product as usual,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Brilliant,Just excellent.,5.0 out of 5 stars
Great,Obviously value for money,5.0 out of 5 stars
Good,Good,2.0 out of 5 stars
Testy,Nice,5.0 out of 5 stars
Good product I get,Very good,5.0 out of 5 stars
Best taste,Benefiecer pack,5.0 out of 5 stars
Good,Good,3.0 out of 5 stars
quality is good and shipping is timely,quality is good and shipping is timely,5.0 out of 5 stars
Maggie tha best..,"Maggie one of the best flavour,taste and cook time.Delieverd in a good condition.and packed neatly.",5.0 out of 5 stars
Yummy 😋,Always love it 😀,5.0 out of 5 stars
Value for money,Yammi yammi! Buy it nice offer!,5.0 out of 5 stars
Maggi Masala Tastemaker is soothing to taste buds.,I missed maggi like a big time during the lockdown. A noodles that you're familiar from your childhood n rely upon it for immediate response to hungry stomach.,5.0 out of 5 stars
Yummy product,Very tasty,3.0 out of 5 stars
Overall Good experience 👍,Good product 👌,4.0 out of 5 stars
Good,Nice,4.0 out of 5 stars
Nyc,"Ist tym it is bad
But now superb
But the delivery man was a foolish person becoj he was not come to me for delivering
I was went to deliver man",5.0 out of 5 stars
"Maggi Tasty, need more for packings","Good taste,but I am not satisfied for packings, please improve package,but Maggi very tasty",5.0 out of 5 stars
Product missing,One pack from 12 is missing!😡😡,1.0 out of 5 stars
Best,Delivery person is very helpful. Product is also nice.,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Tasty,All time favorite,4.0 out of 5 stars
Good taste,Very good taste.,5.0 out of 5 stars
Good,Very good test,5.0 out of 5 stars
tasty maggu,tasty maggj,5.0 out of 5 stars
Product is good,"Flavor is good but packaging is very bad because when I receive it, 3 packets were damaged. So plz make sure for good packaging.",5.0 out of 5 stars
Best Quality,i like it,5.0 out of 5 stars
maggi,that we like to eat these maggi our dinne cool,4.0 out of 5 stars
Good prodect,Good package,5.0 out of 5 stars
Test me good,Good Test,5.0 out of 5 stars
Nothing to say,Love it,5.0 out of 5 stars
Maggie Meri jaan,Economy pack,4.0 out of 5 stars
Value for money,Packaging wasn't good but value for money package. Presentation not too good.,4.0 out of 5 stars
Genuine product,Recieved Original Maggi.,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Awesome,Flaour too good,5.0 out of 5 stars
Great,"The product is great ,Packing was also well done and about the tlavour welove it its the same the 40 rupees one 😇",5.0 out of 5 stars
😑,You should then this in a box not in a plastic rappers.,3.0 out of 5 stars
Tastemaker not good,The colour of tastemaker is not same as the individual Maggi packet in the market and little damp and tastes different. Nd satisfied with this purchase,2.0 out of 5 stars
Good produckt,Vary nice,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Nice,"Quantity of maggi is good ,but packing is worst , recieved all broken pack",3.0 out of 5 stars
Good,Product packaging not proper.,4.0 out of 5 stars
Wohi h,Wohi h,3.0 out of 5 stars
Super quality,Super quality,5.0 out of 5 stars
Review,Ok,4.0 out of 5 stars
I recommend everyone to buy it. It's 100% genuine product.,"""TRUE VALUE FOR MONEY """,5.0 out of 5 stars
Awesome taste,Nice packaging . Good at this price point. Its cheaper than shops nearby me.,5.0 out of 5 stars
Bad,Not up to mark. One of the pack eaten by rat when I open the delivery.,3.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Fresh and good product.,Fresh and good product.,5.0 out of 5 stars
Nice but packing quality should be improved,Packing quality should be improved for Maggie. So that we can got good quality product.,3.0 out of 5 stars
Great deal,Its a really very great deal. Packaging was also good. Packets were intact no breakage. Got it in good condition. Always being a fan of maggi i will surely recommend to everyone. Thnx amazon,5.0 out of 5 stars
Go for it,Very Good product,5.0 out of 5 stars
Good,Very testy,5.0 out of 5 stars
Good,Everything is ok as in market.So no quality issues,4.0 out of 5 stars
2 min noodles,"i got it at very good price, taste remains the same",5.0 out of 5 stars
Maggi lover,Iam a great lover of MAGGI and its really good to buy these small packs in a row. Whenever I feel hungry I used to have one cooked and its really very handy.,5.0 out of 5 stars
Gift card for children,This products usually for my children and they're liking,5.0 out of 5 stars
Maggi noodles,"I liked the product, it was very well packed and I thank the delivery person , to coming in my zone , inspite of the pandemic .",5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Best,Best,5.0 out of 5 stars
IT has good,It has good.,5.0 out of 5 stars
Nestle Maggie,Nice product,4.0 out of 5 stars
3 nos magi packed out of 12 found damaged condition and materials damaged,Dislike,1.0 out of 5 stars
The evergreen classic,"Costs Rs 100-110 varying each time I buy it.
Sort of like buy 10, get 2 free.

Only 1 concern - packing is not so good! 1 or 2 maggi packets get a bit crushed/crumbled.",5.0 out of 5 stars
Maggi noodles,"Good product and taste, also amazon is providing good deal",5.0 out of 5 stars
good,ur choice whether to save 12 rs or go for shop😅,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Wow Maggie is yummy,Yumm Maggie .... I purchased Maggie first time online ..... ₹121 me 12 packets is a great deal ☺☺☺☺,5.0 out of 5 stars
Not more just a maggie,Maggie also good at sometime am buy for the balance of the order....,4.0 out of 5 stars
👍,👍,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
maggi,flavor amazing,5.0 out of 5 stars
Best teste,Its alway best noodels.great teste and more quantity compare other product.no anyone bit.the masala flavour i always like.and quility is no.1.worth it product.,5.0 out of 5 stars
Superb,Value to money just got in rs 107,4.0 out of 5 stars
Give 8 to 10 quantity one . You are given only two. Big family big quantity,110rs is the best. My family member is 26 and given quantity 2 pack of 12.tell to seller 6 quantity minimum high level family want one time 10,3.0 out of 5 stars
Delicious Maggi,Thanks Amazon,4.0 out of 5 stars
Loved to eat,Best classy product,5.0 out of 5 stars
Awesome,Good,5.0 out of 5 stars
Beautiful,Beautiful,5.0 out of 5 stars
Good condition,Good condition.,5.0 out of 5 stars
Grt,Gtest desl,5.0 out of 5 stars
Awesome,As expected,5.0 out of 5 stars
Product review,Very good,4.0 out of 5 stars
Good as always,"Maggi is always good, nothing say about that. Fast delivery by amazon and good packaging",5.0 out of 5 stars
Okk,Okk,5.0 out of 5 stars
Lockdawn me Amazon ka best service,That's great,4.0 out of 5 stars
Value for money,Good,5.0 out of 5 stars
Lelo Lelo lelo,Good product,4.0 out of 5 stars
Money saving item....,Gud tste....& Avalbe in les price thn the mrkt...,4.0 out of 5 stars
Amazon fresh supper,Everything is good,5.0 out of 5 stars
Love it,Value for money,5.0 out of 5 stars
GOOD PRODUCT TO BUY,TASTE WAS ASUSUAL,5.0 out of 5 stars
Worth your money.,Definitely worth it. Packaging was good. Taste - 100%. I would have added photo but we almost have eaten 4 packs so 😅😅,5.0 out of 5 stars
Good,Nice👍,5.0 out of 5 stars
Very good,Very good,5.0 out of 5 stars
Good,Good. Packing too good,5.0 out of 5 stars
Super,Super,5.0 out of 5 stars
I can not post photo because I finish it,"It's soo good ,can use it as a backup for very very hungry time",5.0 out of 5 stars
Yummy,Yummy noodles,5.0 out of 5 stars
Good product,Very nice,5.0 out of 5 stars
Excellent Product with Excellent Packing.,Excellent Product with Excellent Packing.,5.0 out of 5 stars
2 min Maggie,"Good packing, quality 👌. But the expiry date is very soon. Must be provided a newly packed one.",4.0 out of 5 stars
Magiieeeeeeeeee,"It's Maggie
What else to write 😜",5.0 out of 5 stars
Go for it,Go for it,5.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
Perfect,Perfect,5.0 out of 5 stars
Must Go for it,Awesome Product Nice Packing,5.0 out of 5 stars
Very Good,Very Nice Packaging. Flavour was also good.,5.0 out of 5 stars
Minimum price,ALL PRODUCT AMAZING,5.0 out of 5 stars
Maggi,Maggi is ultra tasty,5.0 out of 5 stars
Nice,Value for money,5.0 out of 5 stars
Very good,Good,5.0 out of 5 stars
Must buy 1day delivery,Good product,5.0 out of 5 stars
Waste product,Waste product,5.0 out of 5 stars
Nice,It's soooo yummy 😋,5.0 out of 5 stars
.,Worth buying it!!,5.0 out of 5 stars
Good,Very good product. Amazon wins in delivering food products than other online sites. 👍Good service.,5.0 out of 5 stars
Excellent,Excellent packing got on time worth buying . Value pack 😋,5.0 out of 5 stars
Worst packaging,Packaging of maggi is worst of all time,3.0 out of 5 stars
Amazing..,Trust Amazon...Until the Estimated Delivery Date they give...I am sure you will be satisfied with the product or end result...,5.0 out of 5 stars
👌,👌,5.0 out of 5 stars
Gud quality,Thank u so much amazon for maggi because outside not available I thought ur only hope thank u so much for this product,5.0 out of 5 stars
Good,Value for 💰 money 💵,4.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Yummy,Lovely I enjoyed so tasty 😋.,5.0 out of 5 stars
Nyc,Nyc,5.0 out of 5 stars
Very good product and thank you Amazon,,5.0 out of 5 stars
Good product with timely delivery.,The product was good and cheapest from the market.,5.0 out of 5 stars
Never buy food items online,Packaging is small as compared what is being shown in image...pricing issue,1.0 out of 5 stars
Yummy yummy,Totally yum,5.0 out of 5 stars
Amazon quick delivery really good,Value for money,5.0 out of 5 stars
It's good that always be my best,It's good that always be my best,4.0 out of 5 stars
Value for me,Value for me,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Good deal,Good deal,5.0 out of 5 stars
Good like it.,"Dont know about it but this feels like its not the original maggie we buy from the shop.
Maybe i am wrong.
It was cheap and delivery was good.",3.0 out of 5 stars
Buy special masala if you like spice,Your basic maggi.. special masala is better,4.0 out of 5 stars
Not recommended,Average quality. Its different what we bought in regular market,3.0 out of 5 stars
Very good product,Like,5.0 out of 5 stars
............,Value for money,5.0 out of 5 stars
Hi,Hi,5.0 out of 5 stars
Packaging is horrible,Maggie is maggie but the packaging was horrible and they broke all the packates into powder,3.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Ok,Value for money,5.0 out of 5 stars
Great value,Liked everything,5.0 out of 5 stars
Tasty,Good,5.0 out of 5 stars
Everything is good about this,Value for money,5.0 out of 5 stars
Nice,Nice one,5.0 out of 5 stars
Tasty,Okay,5.0 out of 5 stars
Magi,Fresh packs,5.0 out of 5 stars
Excellent thank you,Super foo,5.0 out of 5 stars
Packaging is not good product is open,Open package,5.0 out of 5 stars
Good quality product,"This product's flavour, taste is good.",4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good.....,Good......,5.0 out of 5 stars
Perfect.,The condition of packaging was really good. The maggi did not break into smaller pieces and the everything else was perfect.,5.0 out of 5 stars
Excellent,Really good 😊,5.0 out of 5 stars
Lower price,Good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Maggie cooked is giving foul smell and have bitter taste,"Hi Amazon team

I had bought 2*10Packets Maggie from you and it turns out 3packets which I have used today was having some issues.

After it was cooked foul smell is coming from them. My kids did vomit after having them. Taste is also bitter.
I am afraid it looks like food poisoning.

One of the packet of 10 packet is still not opened. I want you to return them. Looks like all packets have same issue.",1.0 out of 5 stars
Go For It,Nice product,5.0 out of 5 stars
Good Quality,Good Product,5.0 out of 5 stars
Fast delivery,good product,5.0 out of 5 stars
Good,Good Testy,5.0 out of 5 stars
Good,Everything was good but packaging is poor its can break your all package from inside...,5.0 out of 5 stars
Awesome,Awesome,5.0 out of 5 stars
Good packaging,Taste is not good,4.0 out of 5 stars
Very nice package. I receive without damage.,Superp taste,5.0 out of 5 stars
Tasty,Yummy,3.0 out of 5 stars
Good quality product.,Would have preferred better pricing from Amazon,4.0 out of 5 stars
Good,Good job,5.0 out of 5 stars
Excellent,Value for money,5.0 out of 5 stars
Best Service,It's awesome and packing also good,5.0 out of 5 stars
Quantity is less. Need to improve.,Quantity is less compared to other brand noodles. Quality is good.,3.0 out of 5 stars
Packing,Recommend product,5.0 out of 5 stars
Price,Good to have all time favourite,5.0 out of 5 stars
"Same old Maggi , Our best Maggi.","Packaging was good , well I don't think anything else in review is needed original product with acceptable price .",5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good product,Affordable and its good,4.0 out of 5 stars
Ok,Nice,5.0 out of 5 stars
Maggi maggi maggi... 🤗,"Obviously, it's original product.. NO DOUBT. Good packaging, and there is no reason to hate MAGGI 😄😄",5.0 out of 5 stars
duplicate Maggie hai.,Taste is very bad taste ajib sa hai jo Maggie flaver hota hai wo nhi hai aisa lagta hai duplicate Maggie hai.,2.0 out of 5 stars
Meet expectations,Just go for i,5.0 out of 5 stars
Maggi,Ok,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Unhappy product,Loss products,3.0 out of 5 stars
Not Current,Please Provide More Latest Product,4.0 out of 5 stars
Great service,Nice product,5.0 out of 5 stars
Should buy if we get discounts,Good if getting discounts,4.0 out of 5 stars
Affordable,Nice and at a affordable price,4.0 out of 5 stars
Nice product.,Some internal part of maggi is damaged but all things is well.,4.0 out of 5 stars
Nice,Fantastic.no words for the taste. Simply awesome. Packaging was good. Delivered before due date.,5.0 out of 5 stars
Liked,"Maggi is my all time favorite.
Packaging was good.",4.0 out of 5 stars
Good,Some things is Right,4.0 out of 5 stars
Product is good but packing is very poor,"Product is good but the packing very worst ,my one pack of maggi already cut by rat, great job 😠😠😠😠",5.0 out of 5 stars
Fantastic,Very good,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Buy from nearby grocery store,Not a big deal,3.0 out of 5 stars
It’s good as always,I liked it delivered on time and also got it at efficient price.,5.0 out of 5 stars
Not value for money,Doesn't get ready to eat in 2 minutes (120 second as per India).,1.0 out of 5 stars
Yum.... Noodles,Maggie special packets... Noodles... Yum... But theses package is just noodles and masala. Other brands available with vegetables mixed.... much better.,4.0 out of 5 stars
Yippee,Flavor not tasty as compare to other brand like yippee,3.0 out of 5 stars
Maggie 2 min,V good,5.0 out of 5 stars
The most comfort food,Awesome taste and packaging,5.0 out of 5 stars
Good product,Best product delivery,4.0 out of 5 stars
👍🏼,👍🏼,5.0 out of 5 stars
Super,Good,5.0 out of 5 stars
Nice and reasonable,Reasonable,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
thanks for them,I like this flevr,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good Product,"My kid's very like it, about quality and quantities is 100% good..",5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good one,Value for money,4.0 out of 5 stars
Paisa Vasool,Battery test unhygienic and easy to make and easy to eat,4.0 out of 5 stars
Go for it,Packing is excellent. I am really greatful thatbi am a prime member and for this product.,5.0 out of 5 stars
Maggi is love and Amazon made it better for me,The package was delivered to me with proper care no broken maggi packets Thank you for your care,5.0 out of 5 stars
😊,👍,5.0 out of 5 stars
Amejing,Good,5.0 out of 5 stars
Super,Super,5.0 out of 5 stars
Good packaging,Good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
seems like so old to taste,Taste was not good as usual,4.0 out of 5 stars
Superb,Superb,5.0 out of 5 stars
Maggi only,Value for money.,5.0 out of 5 stars
Always the best,It doesn't even need a review! Go for it.,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Sasta aur accha,Nice and good in quality,4.0 out of 5 stars
Nothing,It's good,5.0 out of 5 stars
Great deal,Great deal for a pack of 12. Good packaging and prompt delivery,5.0 out of 5 stars
Yummy,Yummy,5.0 out of 5 stars
Nice product,Good👍,5.0 out of 5 stars
Very nice and in reasonable price,Very nice,5.0 out of 5 stars
Excellent Packaging and Quality product,I like my favourite food Maggi... Packaging was awesome.,5.0 out of 5 stars
Just good,"Maggi is original
But packaging is not good so some maggi got broken
I got it in 129 rupees",5.0 out of 5 stars
Very nice,Very nice,4.0 out of 5 stars
Thanks for Amazon,Good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Super!,Great,5.0 out of 5 stars
"Go for it ,,safe packing","Awasome packing ,fresh date ,no breakages",5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Not like small pack maggie,"One word for this ""Too salty "" 🤪",3.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Easy to cook,Favourite instant noodles,5.0 out of 5 stars
Very Good,Very Good,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Superb,Superb,5.0 out of 5 stars
good,Everything,5.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Nice,Good,5.0 out of 5 stars
Flavour,Snacks,5.0 out of 5 stars
Very nice,Packaging is good,5.0 out of 5 stars
Good,Good product,4.0 out of 5 stars
Ok,Cost was too much,3.0 out of 5 stars
My favourit maggi,Good Service,5.0 out of 5 stars
Value for money,Nice products,5.0 out of 5 stars
RECEIVED RAT EATEN MAGGIE,"The maggie that i received from seller was damaged 2 to 3 maggie was eaten by rats on top side
rat bites were clearly visible
didn't had the time to replacement hence threw away the rat bitten once while led to over-all loss for me.",2.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good product and test,Value of money,4.0 out of 5 stars
Good,Good product,4.0 out of 5 stars
Very poor quality,Very bad quality.. peices in it so less ...,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Quantity:30,Please increase quantity to 30,5.0 out of 5 stars
Excellent,Excellent,5.0 out of 5 stars
maggi feedback,packaging was worst thing i got all maggi broken as packaging was in bag and not in box,5.0 out of 5 stars
Exhibition,Becus it was amazing,4.0 out of 5 stars
Super item,Like test,5.0 out of 5 stars
"Nice packaging, overall best.....",Go for it....,5.0 out of 5 stars
Overall nice noodles,Masala taste is not much satisfying,3.0 out of 5 stars
Not bad,Flavor ok presentation ok,4.0 out of 5 stars
Very good,Nice,5.0 out of 5 stars
Perfect!,"Maggi is Maggi! Nothing can ever go wrong with the product, packaging or taste!",5.0 out of 5 stars
Good,good,5.0 out of 5 stars
Good,Very good,5.0 out of 5 stars
Super,Very nice,4.0 out of 5 stars
Quality,Nice product,4.0 out of 5 stars
dublicate,Test is not as original ...I think is dublicate product,3.0 out of 5 stars
Damage one's,All time broken pieces available this time I order 2 qty received only 1 this one also damage.,1.0 out of 5 stars
Quick food Good food for good health,What can I say about maggi noodles. It is part of life ...,5.0 out of 5 stars
Good product,Every time value changes,4.0 out of 5 stars
🔥,Nice,5.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Very satisfying.,Perfect family pack. I just love it.,5.0 out of 5 stars
Good,Good product 👍,5.0 out of 5 stars
Nice,Good,4.0 out of 5 stars
Easy breakfast,Excellent product v good taste and flavour and packaging,5.0 out of 5 stars
Packing and quality,10/10,5.0 out of 5 stars
Nothing,Children liked it,5.0 out of 5 stars
Awesome Quality and Seller,I recived this product without anny tampring and damage.Qaulity and taste is super.,5.0 out of 5 stars
Osm gazab,Osm gazab,5.0 out of 5 stars
Value money,"Original product, reasonably price.
Thats really very good deal for Maggie lovers just like me😁",5.0 out of 5 stars
Nice taste,Nice taste,4.0 out of 5 stars
Exceptional !,Perfect packaging. Recent product. O breakage. Impressive,5.0 out of 5 stars
अछा हैं, घर के लिए,2.0 out of 5 stars
Money saving,Nice,4.0 out of 5 stars
Recommend,Recommend,4.0 out of 5 stars
Okk,Nice,4.0 out of 5 stars
Is the best, Very nice Product,5.0 out of 5 stars
Okay,Just ok,4.0 out of 5 stars
Good very tasty,Good delivery at the time and same product good packaging everything thing good,5.0 out of 5 stars
Packaging was very bad.,All things are good but packaging is very bad.,3.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good,Flavor,5.0 out of 5 stars
Mind blowing,Good product,5.0 out of 5 stars
Gud,Gud,4.0 out of 5 stars
Nice,Good product,5.0 out of 5 stars
Nice good product,Best experience,4.0 out of 5 stars
Very good,Good,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Brilliant Flavor.,The flavor is excellent and the packaging is also very good. This Brand has a value for money.,5.0 out of 5 stars
Owsome,Good Package,4.0 out of 5 stars
Good,Nice,5.0 out of 5 stars
"Package weight reduced, masala reduced. No taste left in this maggi.",This maggi has become a scam now. The portion size is reduced and the masala is also very less now. There are better instant noodles available in the same price range now. I won’t get stuck to maggi brand because of some nostalgia. I am moving on. There is nothing left for me here.,1.0 out of 5 stars
Tasty,"Maggi is flavor is always good.. No doubt
Packaging and presentation was good
Bt I ll not say.. That it's ""value for money""",5.0 out of 5 stars
🤩🤩🤩,Good,4.0 out of 5 stars
Four Star,tasty as always but some packat crushed noodle's,4.0 out of 5 stars
Too emmy,Kids food forever,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Thickness of packaging should increase,5.0 out of 5 stars
Must buy,Good quality,5.0 out of 5 stars
Value for Money,Value for Money,5.0 out of 5 stars
Get it d,Same,4.0 out of 5 stars
Nice,Great product & packaging,5.0 out of 5 stars
Good,"Fast delivery, New stock due to transportation noodles are broken ok",5.0 out of 5 stars
Best,"Packaging √
Date Exp. √
Thickness √",5.0 out of 5 stars
S,Product are good,4.0 out of 5 stars
None,Taste,5.0 out of 5 stars
Value of Money,Good,5.0 out of 5 stars
Yummy,Yummy 😋,5.0 out of 5 stars
Tasty as always,"It's maggie and that's all. Packaging was good, 12 packets each 70g... Worth it",5.0 out of 5 stars
Old is gold,Always good,5.0 out of 5 stars
Good,Best noodles,4.0 out of 5 stars
👌,Value for money,4.0 out of 5 stars
Ok,Ok,3.0 out of 5 stars
It's good,Value of money,4.0 out of 5 stars
Good product,Maggi is my favourite. I love it. Very fast delivery by amazon. And what else you want to know about maggi.,5.0 out of 5 stars
Good but packaging is not good..,"Maggie 🔥
My favourite...",5.0 out of 5 stars
Maggi Noodles,Always loved by everyone.,5.0 out of 5 stars
Different taste,"Do not buy it has different taste than used to eat.. Purchased 2 packs before, i only use 2 3 pockets. Rest I dont want to eat beacse of bitter taste..",1.0 out of 5 stars
Good,Packaging is good. There's nothing to tell about the taste of Maggi. All Maggi lovers know it!.,5.0 out of 5 stars
Nice product,Nice,5.0 out of 5 stars
Good,Very good,5.0 out of 5 stars
Yummy food,Loving itt!!,5.0 out of 5 stars
Best,Best,5.0 out of 5 stars
